fire_name,username,tweet,human_theme,cgpt_theme,cgpt_sentiment,cgpt_category,claude_theme,claude_sentiment,claude_category
chetco-bar,lupusincolor_kw,Thank you!! #ChetcoBarFire https://t.co/cGVL3WN0gz,Community Solidarity,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Community solidarity and appreciation,"Community Solidarity, Prayer, and Emotional Bonds",Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/UapqPqvJib,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,Thank you for the work that you do! 🚒👨🏼‍🚒 🙌🏻 #ChetcoBarFire https://t.co/Zm6zfIUsVk,Community Solidarity,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Community solidarity and appreciation,"Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Media and Information Sharing
chetco-bar,lupusincolor_kw,*is currently petitioning 🍎 to get rid of 👨🏼‍🚒 with the pornstache and replace it with 👁🍭👨🏼‍🚒instead* 🤷🏼‍♀️ #ChetcoBarFire #SorryNotSorry,Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,RetiredSurfman,Lets hope the fire lines hold.  #chetcobarfire #BrookingsOR https://t.co/FGCqZnFrA9,Community Solidarity,Seeking visibility and official action,Hope/Reassurance,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,JadeMahoney,Chetco Bar fire near doorstep in Brookings as residents prepare to leave https://t.co/DGleBx9p0p,Fire Progression,Evacuation and immediate disruption,Neutral/Informational,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,"@blakeshelton Praying for them, too.  🙏🏻 But there's also the 
#ChetcoBarFire that is the TOP priority in the nation that needs more coverage. Pls RT. 🙌🏻",Community Solidarity,,,,"Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Media and Information Sharing
chetco-bar,geographile,"Huge Chetco Bar fire near doorstep in Brookings, Ore. as residents prepare to leave | https://t.co/uWyKBONp80 https://t.co/ll6S4qMMXP",Fire Progression,Evacuation and immediate disruption,Neutral/Informational,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Media and Information Sharing
chetco-bar,ninanintius,@dayscreek @Firewise #Brookings #OregonFires #ChetcoBarFire https://t.co/K8OHHFoR6W,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,Oregon_Air,#ChetcoBar Fire has been burning for 6.5 weeks nice to see she could show up for a photo OP.  She let millions of $ timber go atmosphere!,Fire Progression,Living with smoke and threat,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Frustrated/Critical,Fire Behavior and Status
chetco-bar,BeckyConary,This fire is a few miles from my little town. Thank you to @SUP3RFRUIT &amp; @PTXofficial for the distraction from the stress. #ChetcoBarFire https://t.co/ecpF3PiSKI,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Grateful/Supportive,Media and Information Sharing
chetco-bar,richardgpoor,"#ChetcoBarFire @ Brookings, Oregon https://t.co/ginrgHpSRy",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,memorybank,"Stay safe, Oregonians! #ChetcoBarFire https://t.co/J8ZOUjD9jy",Community Solidarity,"Solidarity, prayer, and gratitude",Hope/Reassurance,Community solidarity and appreciation,"Community Solidarity, Prayer, and Emotional Bonds",Informational/Neutral,Media and Information Sharing
chetco-bar,ldjranch,"Twelve pictures about #ChetcoBarFire ~ Eight of them are about @OregonGovBrown . Disgusting.
@POTUS  @PoliticalShort  @joelpollak https://t.co/dK4XxFfeCh",Geospatial Mapping,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Situational Maps, Photos, and Visual Briefings",Frustrated/Critical,Situational Awareness and Mapping
chetco-bar,Ksdays541,Help offered for those displaced by Chetco Bar Fire https://t.co/L3OFWwSNc2,Evacuation,Seeking visibility and official action,Alarm/Distress,"Requests, donations, and aid",Evacuation Orders and Displacement Experiences,Informational/Neutral,Media and Information Sharing
chetco-bar,RoseMantle,Chetco Bar fire near doorstep in Brookings as residents prepare to leave https://t.co/h04BqYBA4r,Fire Progression,Evacuation and immediate disruption,Neutral/Informational,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Media and Information Sharing
chetco-bar,jilliananne1,"@RonWyden #ChetcoBarFire now up to 102,000 acres and is still 5 miles east of Brooking-Harbor!",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,kaystray19,i like how #prayfortexas is trending but there hasn't been a single thing abt our wildfire🤷🏼‍♀️🙃 #ChetcoBarFire,Fire Progression,"Solidarity, prayer, and gratitude",Alarm/Distress,Community solidarity and appreciation,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,slrsijt,Every home and acre has value to the community': Chetco Bar Fire puts Brookings in peril https://t.co/8aU2ojtNdO,Fire Progression,Evacuation and immediate disruption,Neutral/Informational,Community solidarity and appreciation,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,swampy30,"Praying for my hometown, friends and family #Brookings #ChetcoBarFire https://t.co/pWaUqXms3r",Community Solidarity,Evacuation and immediate disruption,Alarm/Distress,Personal experience and disruption,"Personal Safety, Proximity, and Local Threat",Concerned/Anxious,Personal Experience and Community Impact
chetco-bar,bekabee,The smoke this morning @ my mom's house. She told me these black leaves were raining from the sky the other day. #ChetcoBarFire https://t.co/OJYhmv8n9F,Smoke / Air Quality,Living with smoke and threat,Hope/Reassurance,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Engaged/Observational,Smoke and Air Quality
chetco-bar,klybob,I would love a visit from my good friend who lives near Brookings but NOT because she has 2 evacuate due to the #ChetcoBarFire Stay safe all,Evacuation,Evacuation and immediate disruption,Hope/Reassurance,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Grateful/Supportive,Evacuation and Area Closures
chetco-bar,bekabee,"Also I ran into firefighters from Clackamas, Molalla, &amp; Estacada at Wild River Pizza last night. Firetrucks eeeeeeverywhere. #ChetcoBarFire",Operational Coordination,,,,Firefighting Operations and Crew Deployment,Informational/Neutral,Operational Response and Resources
chetco-bar,RicksOpinion,Air attack on Chetco Bar Fire begins; https://t.co/Wg40wOjZbq,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,SJ_Eblen,Friday night smoky sunset from Curry County Oregon and a bunny. We are thankful for all the support. #ChetcoBarFire https://t.co/HkJBcVWNRG,Smoke / Air Quality,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Community solidarity and appreciation,Environmental Observation and Fire Spectacle,Grateful/Supportive,Media and Information Sharing
chetco-bar,ldjranch,#ChetcoBarFire            https://t.co/aL9t5VeZX4,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Sophie14805,"Most of my husband's family lives in or near Brookings where the Chetco Bar fire is raging, 0 percent contained.... https://t.co/279fUeKBdH",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,paulcolvin,"Hey #Rockport, TX: Send a little of your extra rain to the #ChetcoBarFire in Oregon. They could use it.",Fire Progression,Seeking visibility and official action,Hope/Reassurance,"Smoke, weather, and air quality","Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
chetco-bar,jandianmfr,Chetco Bar fire puts Brookings under evacuation warning https://t.co/R6k2NmRknv,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
chetco-bar,DudeDiligence,Smoke plumes from Chetco Bar fire and smoke haze over S Oregon on 8/23/17 @inciweb #wildfire #ChetcoBarFire #chetcofire #iflyalaska 315 https://t.co/ZwLYFMrtAu,Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
chetco-bar,InfoPasser,"#ChetcoBarFire  Southern Oregon is suffering too..send a little love, cos it's bad here. thx",Fire Progression,Seeking visibility and official action,Alarm/Distress,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Grateful/Supportive,Personal Experience and Community Impact
chetco-bar,LMWeidman,".@CNNnewsroom @MSNBC Please take note of the other natural disaster happening in the U.S. today, and give us updates. #ChetcoBarFire in Ore. https://t.co/eNwcfg2sUS",Public Accountability,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,LMWeidman,.@CNN @MSNBC Here are some of the current facts about the #ChetcoBarFire. https://t.co/IaGKuFxV1t,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,hopejoyandfaith,"Donations for Chetco Bar Fire Horse, Livestock and Pet Evacuations need to be sent here:... https://t.co/r8lvKqP8ZO",Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
chetco-bar,hopejoyandfaith,"The link for financial donations for the Chetco Bar Fire Horse, Livestock and Pet Support is pinned at the top of Hope, Joy &amp; Faith Farm",Community Solidarity,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,"Requests, donations, and aid","Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Media and Information Sharing
chetco-bar,EDENAMORE22,Bookings Oregon is on crazy fire right now! My parents are #stubborn #ChetcoBarFire  #sadface,Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,coachgonzojr,Woodworking &amp; @TraegerGrills = 👍🏼Saturday! 👏🏼 Firefighters! Keep it up! It's Fight Night! #TeamBrookingsHarbor #ChetcoBarFire #UFC2Boxing https://t.co/cgSirceWoi,Operational Coordination,,,,Firefighting Operations and Crew Deployment,Informational/Neutral,Operational Response and Resources
chetco-bar,Proxkill3rGT,@PhillyD just wanted to have you look up chetco bar fire. It's the nation's number one wild fire right now. I live here and can say..,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Personal Experience and Community Impact
chetco-bar,sarafaithphotog,Last looks of summer 🌲☀️ #fog #brookingsoregon #chetcobarfire #millennialwanderlust #whattodoinsouthernoregon #yoursouthernoregonlife https://t.co/TEKP8BmGhQ,Fire Progression,Seeking visibility and official action,Anger/Blame,"Smoke, weather, and air quality","Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,SteffanySodden,"#tears are all I have had for days. My home of Brookings Oregon is still under threat of #ChetcoBarFire, and yet no coverage...",Public Accountability,Seeking visibility and official action,Alarm/Distress,Media and political accountability,"Personal Safety, Proximity, and Local Threat",Concerned/Anxious,Personal Experience and Community Impact
chetco-bar,SteffanySodden,"Does anyone care that the #ChetcoBarFire is the biggest fire in the country? No, because they are too busy complaining about statues.",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,Si_Worthey11,"If ur from Brookings look at these pictures of Sirius in ur time of need and remember to smile, things will get better  #ChetcoBarFire https://t.co/zHmRQPNcr1",Geospatial Mapping,Seeking visibility and official action,Hope/Reassurance,Fire status and operations,Environmental Observation and Fire Spectacle,Engaged/Observational,Situational Awareness and Mapping
chetco-bar,koricometh,Chetco Bar Fire | August 26 2017 | Smokey Afternoon: https://t.co/LntAIA9dzS via @YouTube,Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Media and Information Sharing
